handle,tweet
realDonaldTrump,Exclusive interview w/ my wife  <mention> MELANIATRUMP- tomorrow morning  <mention>  8amE on  <mention> Morning_Joe w/  <mention> morningmika  <mention> MSNBC. Enjoy! <url>
realDonaldTrump,"Once again, we will have a government of, by and for the people. Join the MOVEMENT today! <url>"
realDonaldTrump,Meet the ‘Trumpocrats’: Lifelong Democrats Breaking w/ Party Over Hillary to Support Donald Trump for President: <url>
HillaryClinton,"People can’t board planes with full shampoo bottles—but people being watched by the FBI for terrorism can buy a gun, no questions asked?"
realDonaldTrump,""" <mention> wpjenna: Thousands packed into the Pensacola Bay Center to see Donald Trump tonight... <url>!"
HillaryClinton,A man who talks about our veterans and military families like this doesn't deserve to be Commander-in-Chief. <url>
realDonaldTrump,Kasich has helped decimate the coal and steel industries in Ohio. I will bring them back! <hashtag>MakeAmericaGreatAgain
HillaryClinton,"Clinton today released a “sweeping agenda” to address America’s mental health problem, per  <mention> NickGass. <url>"
HillaryClinton,"""Let’s look to the future with courage and confidence.

Let’s build a better tomorrow for our beloved children."" <url>"
realDonaldTrump,"I heard that the underachieving John King of  <mention> CNN on Inside Politics was one hour of lies. Happily, few people are watching - dead network!"
realDonaldTrump,FOX debate advertising rates falling like a rock! Tune into my special event for the Veterans at 9pm EST!
realDonaldTrump,"Even though every poll, Time, Drudge etc., has me winning the debate by a lot,  <mention> FoxNews only puts negative people on. Biased - a total joke!"
HillaryClinton,"""Hillary won big time. It was a shut out."" --  <mention> HardballChris <hashtag>debatenight"
HillaryClinton,"Hoosiers, head to the polls today. RT this if you’re voting for Hillary. <url>"
realDonaldTrump,"Dr. Ben Carson blasted Ted Cruz for ""deceit and dirty tricks and lies."""
realDonaldTrump,THANK YOU INDIANA! <hashtag>Trump2016 <url>
HillaryClinton,"Well said, Coach Auriemma. Keep winning,  <mention> USABasketball. <url>"
realDonaldTrump,"""Every American needs to say 2 simple words to every Vet they meet: THANK YOU!"" John Wayne Walding
<url>"
realDonaldTrump,"Wow, Rowanne Brewer, the most prominently depicted woman in the failing  <mention> nytimes story yesterday, was on  <mention> foxandfriends saying Times lied"
HillaryClinton,A reminder heading into tonight's debate. <hashtag>DebateNight <url>
HillaryClinton,It wasn't so long ago that women faced and took down barriers that can seem ridiculous now. <url>
realDonaldTrump,Thank you Georgia! I appreciate all of your support. <hashtag>Trump2016 <url>
realDonaldTrump,""" <mention> HARyder: Which is it  <mention> realDonaldTrump ?Are you planning on getting rid of Common Core or keeping it?  Get rid of it fast."
realDonaldTrump,"Really sad that Republicans would allow themselves to be used in a Clinton ad. Lindsey Graham, Romney, Flake, Sass. SUPREME COURT, REMEMBER!"
realDonaldTrump,"Great new poll- thank you America!
<hashtag>Trump2016 <hashtag>ImWithYou <url>"
realDonaldTrump,"As the days and weeks go by,  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!"
HillaryClinton,"“I will never lie to you.” —Donald Trump, August 18, 2016 <url>"
HillaryClinton,Do not throw away your shot. Win tickets to see  <mention> HamiltonMusical with Hillary. Enter here: <url>
realDonaldTrump,Thank you to everyone who came out &amp; joined us  <mention> TrumpTurnberry yesterday!  <mention> EricTrump  <mention> IvankaTrump  <mention> DonaldJTrumpJr <url>
HillaryClinton,Fact: Donald Trump said women should be punished for seeking an abortion. <url>
HillaryClinton,“The American Dream is something no wall will ever contain.” — <mention> POTUS
realDonaldTrump,I love New Hampshire - will be an exciting evening!
HillaryClinton,"""We will not build a wall—instead, we will build an economy where everyone who wants a good job can get one."" —Hillary"
realDonaldTrump,""" <mention> bigop1:  <mention> realDonaldTrump   <mention> SarahPalinUSA <url>"""
realDonaldTrump,"Thank you, New Hampshire!
<hashtag>FITN <hashtag>NHPrimary <hashtag>VoteTrumpNH
Voting questions? <url>"
HillaryClinton,Not interested in endorsements from people who deny climate science and try to make it harder for people to vote. <url>
realDonaldTrump,On my way to South Carolina. Big Crowd--- look forward to it!
HillaryClinton,"Born July 2, 1951, trans activist Sylvia Rivera was an early LGBT leader whose work paved the way for progress. <url>"
realDonaldTrump,"Rumor has it that  <mention> politico is going out of business. Losing too much money. Great news! Likewise, dopey Mort Zuckerman's  <mention> NYDailyNews"
HillaryClinton,Let's do this. <hashtag>DebateNight <url>
realDonaldTrump,"REUTERS ROLLING:  TRUMP 39%, CRUZ 14.5%, BUSH 10.6%, CARSON 9.6%, RUBIO 6.7%... MORE... <url>"
realDonaldTrump,""" <mention> foxnation: Flashback: Hillary Clinton Praised Former KKK Member Robert Byrd as 'Friend and Mentor': <url>"""
HillaryClinton,Want to be in the room where it happens? Here's your shot: Win tickets to see  <mention> HamiltonMusical with Hillary: <url>
realDonaldTrump,"Such a great honor. Final debate polls are in - and the MOVEMENT wins!
<hashtag>AmericaFirst <hashtag>MAGA <hashtag>ImWithYou… <url>"
realDonaldTrump,A great new book has been written about Crooked Hillary. Read it &amp; you will never be able to vote for her.  <mention> Ed_Klein <url>
HillaryClinton,Donald Trump wants to eliminate the estate tax. Doing so could save his family $4 billion and 99.8% of families $0. <url>
HillaryClinton,"""Donald Trump says he wants to make America great again—well, he could start by actually making things in America again."" —Hillary"
realDonaldTrump,Carly Fiorina no lifeboat for a fast-sinking  <mention> tedcruz campaign <url>
realDonaldTrump,"I watched Sen. Graham  <mention> FaceTheNation. Why don't they say that I ran him out of the race like a little boy, and in the end he had no support?"
HillaryClinton,"11 Senate Dems &amp; I sent a letter to  <mention> usedgov,  <mention> FTC,  <mention> CFPB &amp;  <mention> DeptVetAffairs about fake schools like Trump “U”: <url>"
realDonaldTrump,"Mitt Romney didn't show his tax return until SEPTEMBER 21, 2012, and then only after being humiliated by Harry R! A bad messenger for estab!"
realDonaldTrump,"<hashtag>MakeAmericaSafeAgain
<url>"
HillaryClinton,Trump bulldozed his way into this nomination by sowing hate—add your name to tell him that's not who we are. <url>
HillaryClinton,Trump is right about one thing. <hashtag>RNCinCLE <url>
HillaryClinton,“Gun violence is ripping apart people’s lives. They are trying to tell us. We need to listen.” —Hillary
HillaryClinton,"El plan de Trump sobre inmigración ha sido claro: demonizar inmigrantes, ""construir la muralla"", deportar millones. <url>"
HillaryClinton,Catch  <mention> FallonTonight at 11:35pm ET to see letters from some of Hillary's biggest fans. <url>
realDonaldTrump,"Arriving  <mention> TrumpScotland with  <mention> DonaldJTrumpJr &amp;  <mention> EricTrump. Back to New York tonight.
Video: <url>"
realDonaldTrump,""" <mention> SandraR677582:  <mention> FLTrumpTeam Florida starts early voting on March 5 extending to March 15. Absentee ballots have been sent out! <hashtag>Trump2016"""
realDonaldTrump,"Cruz just lied again- I am, and have been totally against <hashtag>ObamaCare- repeal and replace!"
HillaryClinton,"""You don't just deserve a seat at the table. It's past time you had a fair chance to run the meeting."" —Hillary to the Black Women’s Agenda"
HillaryClinton,“We have to decide whether we’re going to work together so we can all rise together.” —Hillary
realDonaldTrump,"It is being reported by virtually everyone, and is a fact,  that the media pile on against me is the worst in American political history!"
realDonaldTrump,I will be in Maryland this afternoon for a major rally. Things are looking good for Tuesday!
realDonaldTrump,"Very few people read the National Review because it only knows how to criticize, but not how to lead."
realDonaldTrump,Cruz caught cold in lie after denial of push polls like lies w/  <mention> RealBenCarson. How can he preach Christian values? <url>
HillaryClinton,"Welcome to the team,  <mention> TimKaine. <url>"
realDonaldTrump,""" <mention> realOllieTaylor:  Isn't it time we had a president? Let goofy Glen keep Canada Cruz who can't win. The American people have Trump!"""
HillaryClinton,"“While Trump talks and talks and talks, Hillary does stuff. She fights for us on the big issues.”— <mention> JerryBrownGov <hashtag>DemsInPhilly"
HillaryClinton,"""We have to reject and stand up against the appeals to the kind of bigotry...that we see from Trump’s campaign."" —Hillary <hashtag>NABJNAHJ16"
realDonaldTrump,""" <mention> 93101Dianne  <mention> realDonaldTrump if you can do that well in Iowa then I see you acing it in all other significant states. Momentum is growing"""
HillaryClinton,"""Latinos are 17% of our country’s population, but you hold only 2% of its wealth. There’s a disconnect here."" —Hillary at  <mention> LULAC"
HillaryClinton,Donald Trump's pattern of prejudice and discrimination started long before he was a presidential candidate. <url>
realDonaldTrump,"""THE SYSTEM IS RIGGED!"""
realDonaldTrump,MAKE AMERICA GREAT AGAIN! <url>
realDonaldTrump,"Keep lightweight Marco and his friends out of the White House.
<hashtag>MakeAmericaGreatAgain <hashtag>Trump2016 <url>"
realDonaldTrump,"Really sad news: The great Arnold Palmer, the ""King,"" has died. There was no-one like him - a true champion! He will be truly missed."
HillaryClinton,"Actually, that’s just what taking the office of President seriously looks like. <url>"
realDonaldTrump,"Instead of driving jobs and wealth away, AMERICA will become the WORLD'S great magnet for innovation &amp; job creation! <url>"
realDonaldTrump,USSS did an excellent job stopping the maniac running to the stage. He has ties to ISIS. Should be in jail! <url>
HillaryClinton,"Donald Trump has spent his career looking to turn a profit, no matter who gets hurt in the process. <url>"
realDonaldTrump,"Join me in Wichita, Kansas tomorrow morning! Looking forward to it!
<hashtag>MakeAmericaGreatAgain <hashtag>Trump2016
<url>"
HillaryClinton,"""This election is about values, so let's just do a few: Donald vs. Hillary."" — <mention> elizabethforma <url>"
realDonaldTrump,"Thank you Senator David Perdue!
<url>"
HillaryClinton,What our economy needs: The largest investment in creating good-paying jobs since World War II. <url>
HillaryClinton,Hillary sent me to Puerto Rico to learn more about Zika. Today's Senate vote for funding to combat it is critical. <url>
realDonaldTrump,"Join me Tuesday in Everett, Washington at the Xfinity Arena! Tickets: <url>"
realDonaldTrump,Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Obama and Crooked Hillary. A total disgrace!
HillaryClinton,"""To all the people who supported Sen. Sanders, I believe there's much more that unites us than divides us."" —Hillary <url>"
realDonaldTrump,Crazy  <mention> megynkelly is now complaining that   <mention> oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!
realDonaldTrump,I will be interviewed by  <mention> SeanHannity tonight at 10pm on FOX! Enjoy!
HillaryClinton,"In 1990, explorer and marine biologist Sylvia Earle became the first woman appointed chief scientist at  <mention> NOAA. <url>"
realDonaldTrump,"Violent crime is rising across the United States, yet the DNC convention ignored it. Crime reduction will be one of my top priorities."
